DATAFLOW,LAST UPDATE,freq,unit,inet_tec,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,European Union - 27 countries (from 2020),2017,43.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,European Union - 27 countries (from 2020),2018,44.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2013,42.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2014,44.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2015,44.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2016,37.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2017,36.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Finland,2018,34.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2013,30.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2014,29.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2015,29.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2016,27.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2017,27.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,France,2018,28.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2013,20.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2014,23.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2015,24.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2016,26.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2017,28.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Croatia,2018,32.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2013,63.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2014,64.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2015,66.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2016,68,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2017,72.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Hungary,2018,76.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2013,42.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2014,42.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2015,42.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2016,43.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2017,48.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Ireland,2018,48.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2013,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2014,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2015,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2016,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2017,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Iceland,2018,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2013,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2014,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2015,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2016,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2017,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2018,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2019,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2020,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2021,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Italy,2022,0,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2013,53.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2014,53.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2015,29.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2016,33.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2017,33.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Lithuania,2018,34.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2013,68.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2014,70.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2015,80.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2016,78.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2017,77.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Luxembourg,2018,84,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2013,33.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2014,34.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2015,34.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2016,32.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2017,34.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Latvia,2018,32.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2013,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2014,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2015,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2016,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2017,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Malta,2018,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2013,95.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2014,96.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2015,95.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2016,95.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2017,95.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Netherlands,2018,95.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2013,49,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2014,49.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2015,50.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2016,52.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2017,51.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Norway,2018,49,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2013,38.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2014,38.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2015,39.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2016,40.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2017,40.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Poland,2018,41.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2013,53.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2014,54.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2015,55.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2016,56,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2017,56.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Portugal,2018,56.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2013,28.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2014,32.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2015,30.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2016,32.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2017,40.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Romania,2018,43.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2013,39.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2014,38.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2015,38.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2016,37.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2017,38.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Sweden,2018,37.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2013,56.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2014,58.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2015,58.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2016,58.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2017,60.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovenia,2018,62.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2013,27.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2014,28.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2015,28.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2016,30.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2017,30.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,Slovakia,2018,30,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2013,47.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2014,46.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2015,46.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2016,46,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2017,46.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Cable modem,Total,United Kingdom,2018,50.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2013,98.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2014,98.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2015,98.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2016,97.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2017,96.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2018,96.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2019,96.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2020,95.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2021,97.3,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2022,97,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Austria,2023,96.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2013,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2014,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2015,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2016,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2017,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2018,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2019,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2020,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2021,99.8,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2022,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Belgium,2023,99.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2013,85,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2014,85.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2015,85.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2016,85.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2017,85.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2018,85.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2019,85.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2020,85.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2021,85.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2022,85.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Bulgaria,2023,85.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2013,99.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2014,99.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2015,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2016,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2017,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2018,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2019,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2020,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2021,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2022,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Switzerland,2023,99.5,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2013,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2014,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2015,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2016,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2017,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2018,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2019,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2020,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2021,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2022,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Cyprus,2023,100,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2013,93,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2014,93,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2015,93.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2016,92.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2017,93.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2018,92.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2019,94.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2020,96.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2021,97.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2022,97.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Czechia,2023,91,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2013,94.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2014,94,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2015,96.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2016,97.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2017,97.1,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2018,97.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2019,97.9,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2020,98.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2021,99.4,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2022,97.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Germany,2023,96.7,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Denmark,2013,98.2,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Denmark,2014,99.6,,
ESTAT:ISOC_CBT(1.0),06/09/24 23:00:00,Annual,Percentage of households,Digital subscriber line (DSL),Total,Denmark,2015,98,,
