DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2012,32.58,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2013,23.43,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2014,23.59,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2015,24.51,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2016,24.73,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2017,27.01,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2018,25.70,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2019,25.13,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2020,19.91,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2021,24.56,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2022,27.99,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2023,25.67,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Norway,2024,29.68,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2010,6.66,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2011,7.07,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2012,7.67,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2013,7.51,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2014,8.64,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2015,8.59,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2016,8.79,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2017,8.35,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2018,10.75,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2019,11.82,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2020,12.38,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2021,13.23,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2022,13.15,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2023,13.33,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Poland,2024,13.16,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2010,17.78,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2011,14.80,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2012,12.55,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2013,11.86,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2014,11.96,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2015,17.18,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2016,16.81,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2017,15.04,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2018,15.76,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2019,13.18,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2020,16.68,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2021,14.41,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2022,16.15,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2023,14.64,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Portugal,2024,18.98,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2010,5.61,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2011,4.06,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2012,4.57,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2013,9.40,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2014,7.07,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2015,6.96,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2016,6.62,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2017,7.24,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2018,7.96,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2019,11.79,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2020,16.92,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2021,11.18,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2022,9.49,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2023,11.14,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Romania,2024,12.74,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2014,21.08,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2017,21.96,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2018,25.49,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2019,28.32,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2020,25.69,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2021,26.36,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2022,26.46,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2023,27.92,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Serbia,2024,29.08,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2010,21.04,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2011,21.66,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2012,24.28,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2013,22.12,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2014,21.69,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2015,23.50,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2016,24.23,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2017,26.64,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2018,27.16,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2019,27.55,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2020,27.87,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2021,30.84,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2022,33.54,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2023,32.27,b,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Sweden,2024,29.92,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2010,8.17,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2011,9.14,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2012,12.58,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2013,8.69,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2014,11.32,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2015,13.89,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2016,12.60,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2017,16.52,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2018,15.39,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2019,16.19,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2020,16.30,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2021,17.86,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2022,17.91,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2023,15.66,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovenia,2024,18.00,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2010,5.94,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2011,12.74,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2012,11.40,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2013,16.46,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2014,10.39,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2015,11.43,,
ESTAT:ISOC_EC_ESELS(1.0),12/12/24 11:00:00,Annual,From 10 to 49 persons employed,"All activities (except agriculture, forestry and fishing, and mining and quarrying), without financial sector",Enterprises with e-commerce sales of at least 1% turnover,Percentage of enterprises,Slovakia,2016,9.57,,
