region,country,year,patents,number_patents,patents_mapped
214,Dominican Republic,2019,Patents in force (number),758.0,3
214,Dominican Republic,2020,Patents in force (number),861.0,3
214,Dominican Republic,2021,Patents in force (number),938.0,3
218,Ecuador,1995,Resident patent filings (per million population),1.0,2
218,Ecuador,2005,Resident patent filings (per million population),1.0,2
218,Ecuador,2019,Resident patent filings (per million population),2.0,2
218,Ecuador,2020,Resident patent filings (per million population),2.0,2
218,Ecuador,2021,Resident patent filings (per million population),2.0,2
218,Ecuador,1995,Grants of patents (number),90.0,1
218,Ecuador,2005,Grants of patents (number),38.0,1
218,Ecuador,2010,Grants of patents (number),28.0,1
218,Ecuador,2019,Grants of patents (number),17.0,1
218,Ecuador,2020,Grants of patents (number),9.0,1
218,Ecuador,2021,Grants of patents (number),17.0,1
218,Ecuador,2005,Patents in force (number),38.0,3
218,Ecuador,2010,Patents in force (number),199.0,3
218,Ecuador,2019,Patents in force (number),71.0,3
218,Ecuador,2020,Patents in force (number),80.0,3
218,Ecuador,2021,Patents in force (number),80.0,3
818,Egypt,1985,Resident patent filings (per million population),3.0,2
818,Egypt,1995,Resident patent filings (per million population),7.0,2
818,Egypt,2005,Resident patent filings (per million population),6.0,2
818,Egypt,2010,Resident patent filings (per million population),7.0,2
818,Egypt,2019,Resident patent filings (per million population),10.0,2
818,Egypt,2020,Resident patent filings (per million population),10.0,2
818,Egypt,2021,Resident patent filings (per million population),9.0,2
818,Egypt,1985,Grants of patents (number),298.0,1
818,Egypt,1995,Grants of patents (number),346.0,1
818,Egypt,2005,Grants of patents (number),147.0,1
818,Egypt,2010,Grants of patents (number),321.0,1
818,Egypt,2019,Grants of patents (number),747.0,1
818,Egypt,2020,Grants of patents (number),495.0,1
818,Egypt,2021,Grants of patents (number),508.0,1
818,Egypt,2010,Patents in force (number),,3
818,Egypt,2019,Patents in force (number),,3
818,Egypt,2020,Patents in force (number),,3
818,Egypt,2021,Patents in force (number),,3
222,El Salvador,1985,Resident patent filings (per million population),3.0,2
222,El Salvador,1995,Resident patent filings (per million population),1.0,2
222,El Salvador,2020,Resident patent filings (per million population),1.0,2
222,El Salvador,1985,Grants of patents (number),70.0,1
222,El Salvador,1995,Grants of patents (number),61.0,1
222,El Salvador,2019,Grants of patents (number),117.0,1
222,El Salvador,2020,Grants of patents (number),67.0,1
222,El Salvador,2021,Grants of patents (number),58.0,1
233,Estonia,1995,Resident patent filings (per million population),11.0,2
233,Estonia,2005,Resident patent filings (per million population),19.0,2
233,Estonia,2010,Resident patent filings (per million population),83.0,2
233,Estonia,2019,Resident patent filings (per million population),60.0,2
233,Estonia,2020,Resident patent filings (per million population),59.0,2
233,Estonia,2021,Resident patent filings (per million population),71.0,2
233,Estonia,2005,Grants of patents (number),163.0,1
233,Estonia,2010,Grants of patents (number),120.0,1
233,Estonia,2019,Grants of patents (number),5.0,1
233,Estonia,2020,Grants of patents (number),12.0,1
233,Estonia,2021,Grants of patents (number),8.0,1
233,Estonia,2005,Patents in force (number),,3
233,Estonia,2010,Patents in force (number),,3
233,Estonia,2019,Patents in force (number),,3
233,Estonia,2020,Patents in force (number),,3
233,Estonia,2021,Patents in force (number),,3
748,Eswatini,1985,Grants of patents (number),30.0,1
231,Ethiopia,2005,Grants of patents (number),9.0,1
231,Ethiopia,2020,Grants of patents (number),1.0,1
242,Fiji,1985,Grants of patents (number),15.0,1
246,Finland,1985,Resident patent filings (per million population),352.0,2
246,Finland,1995,Resident patent filings (per million population),403.0,2
246,Finland,2005,Resident patent filings (per million population),637.0,2
246,Finland,2010,Resident patent filings (per million population),628.0,2
246,Finland,2019,Resident patent filings (per million population),548.0,2
246,Finland,2020,Resident patent filings (per million population),630.0,2
246,Finland,2021,Resident patent filings (per million population),661.0,2
246,Finland,1985,Grants of patents (number),,1
246,Finland,1995,Grants of patents (number),,1
246,Finland,2005,Grants of patents (number),,1
246,Finland,2010,Grants of patents (number),923.0,1
246,Finland,2019,Grants of patents (number),505.0,1
246,Finland,2020,Grants of patents (number),602.0,1
246,Finland,2021,Grants of patents (number),545.0,1
246,Finland,2005,Patents in force (number),,3
246,Finland,2010,Patents in force (number),,3
246,Finland,2019,Patents in force (number),,3
246,Finland,2020,Patents in force (number),,3
246,Finland,2021,Patents in force (number),,3
250,France,1985,Resident patent filings (per million population),213.0,2
250,France,1995,Resident patent filings (per million population),209.0,2
250,France,2005,Resident patent filings (per million population),354.0,2
250,France,2010,Resident patent filings (per million population),373.0,2
250,France,2019,Resident patent filings (per million population),362.0,2
250,France,2020,Resident patent filings (per million population),347.0,2
250,France,2021,Resident patent filings (per million population),356.0,2
250,France,1985,Grants of patents (number),,1
250,France,1995,Grants of patents (number),,1
250,France,2005,Grants of patents (number),,1
250,France,2010,Grants of patents (number),,1
250,France,2019,Grants of patents (number),,1
250,France,2020,Grants of patents (number),,1
250,France,2021,Grants of patents (number),,1
250,France,2005,Patents in force (number),,3
250,France,2010,Patents in force (number),,3
250,France,2019,Patents in force (number),,3
250,France,2020,Patents in force (number),,3
250,France,2021,Patents in force (number),,3
266,Gabon,2005,Resident patent filings (per million population),3.0,2
266,Gabon,2019,Resident patent filings (per million population),4.0,2
266,Gabon,2020,Resident patent filings (per million population),2.0,2
266,Gabon,2021,Resident patent filings (per million population),9.0,2
270,Gambia,2005,Grants of patents (number),2.0,1
270,Gambia,2019,Grants of patents (number),16.0,1
270,Gambia,2020,Grants of patents (number),16.0,1
270,Gambia,2020,Patents in force (number),16.0,3
268,Georgia,1995,Resident patent filings (per million population),62.0,2
268,Georgia,2005,Resident patent filings (per million population),58.0,2
268,Georgia,2010,Resident patent filings (per million population),48.0,2
268,Georgia,2019,Resident patent filings (per million population),23.0,2
268,Georgia,2020,Resident patent filings (per million population),22.0,2
268,Georgia,2021,Resident patent filings (per million population),24.0,2
268,Georgia,1995,Grants of patents (number),133.0,1
268,Georgia,2005,Grants of patents (number),320.0,1
268,Georgia,2010,Grants of patents (number),258.0,1
268,Georgia,2019,Grants of patents (number),115.0,1
268,Georgia,2020,Grants of patents (number),152.0,1
268,Georgia,2021,Grants of patents (number),128.0,1
268,Georgia,2005,Patents in force (number),,3
268,Georgia,2010,Patents in force (number),,3
268,Georgia,2019,Patents in force (number),986.0,3
268,Georgia,2020,Patents in force (number),910.0,3
268,Georgia,2021,Patents in force (number),898.0,3
276,Germany,1985,Resident patent filings (per million population),415.0,2
276,Germany,1995,Resident patent filings (per million population),467.0,2
276,Germany,2005,Resident patent filings (per million population),875.0,2
276,Germany,2010,Resident patent filings (per million population),910.0,2
276,Germany,2019,Resident patent filings (per million population),884.0,2
276,Germany,2020,Resident patent filings (per million population),820.0,2
276,Germany,2021,Resident patent filings (per million population),791.0,2
276,Germany,1985,Grants of patents (number),,1
276,Germany,1995,Grants of patents (number),,1
276,Germany,2005,Grants of patents (number),,1
276,Germany,2010,Grants of patents (number),,1
276,Germany,2019,Grants of patents (number),,1
276,Germany,2020,Grants of patents (number),,1
276,Germany,2021,Grants of patents (number),,1
276,Germany,2005,Patents in force (number),,3
276,Germany,2010,Patents in force (number),,3
276,Germany,2019,Patents in force (number),,3
276,Germany,2020,Patents in force (number),,3
276,Germany,2021,Patents in force (number),,3
300,Greece,1985,Resident patent filings (per million population),113.0,2
300,Greece,1995,Resident patent filings (per million population),25.0,2
300,Greece,2005,Resident patent filings (per million population),48.0,2
300,Greece,2010,Resident patent filings (per million population),73.0,2
300,Greece,2019,Resident patent filings (per million population),46.0,2
300,Greece,2020,Resident patent filings (per million population),50.0,2
300,Greece,2021,Resident patent filings (per million population),56.0,2
300,Greece,1985,Grants of patents (number),,1
300,Greece,1995,Grants of patents (number),350.0,1
300,Greece,2005,Grants of patents (number),320.0,1
300,Greece,2010,Grants of patents (number),479.0,1
300,Greece,2019,Grants of patents (number),248.0,1
300,Greece,2020,Grants of patents (number),223.0,1
300,Greece,2021,Grants of patents (number),252.0,1
300,Greece,2010,Patents in force (number),,3
300,Greece,2019,Patents in force (number),,3
300,Greece,2020,Patents in force (number),,3
300,Greece,2021,Patents in force (number),,3
320,Guatemala,1985,Resident patent filings (per million population),9.0,2
320,Guatemala,1995,Resident patent filings (per million population),3.0,2
320,Guatemala,2005,Resident patent filings (per million population),1.0,2
320,Guatemala,2010,Resident patent filings (per million population),1.0,2
320,Guatemala,2021,Resident patent filings (per million population),1.0,2
320,Guatemala,1985,Grants of patents (number),166.0,1
320,Guatemala,1995,Grants of patents (number),22.0,1
320,Guatemala,2005,Grants of patents (number),104.0,1
320,Guatemala,2010,Grants of patents (number),104.0,1
320,Guatemala,2019,Grants of patents (number),50.0,1
320,Guatemala,2020,Grants of patents (number),40.0,1
320,Guatemala,2021,Grants of patents (number),38.0,1
320,Guatemala,2010,Patents in force (number),590.0,3
320,Guatemala,2019,Patents in force (number),883.0,3
320,Guatemala,2020,Patents in force (number),839.0,3
320,Guatemala,2021,Patents in force (number),854.0,3
624,Guinea-Bissau,2020,Resident patent filings (per million population),1.0,2
328,Guyana,1985,Grants of patents (number),22.0,1
328,Guyana,2021,Grants of patents (number),21.0,1
328,Guyana,2021,Patents in force (number),24.0,3
332,Haiti,1985,Resident patent filings (per million population),1.0,2
332,Haiti,1985,Grants of patents (number),9.0,1
332,Haiti,1995,Grants of patents (number),3.0,1
332,Haiti,2005,Grants of patents (number),11.0,1
332,Haiti,2010,Grants of patents (number),10.0,1
340,Honduras,1985,Resident patent filings (per million population),3.0,2
340,Honduras,1995,Resident patent filings (per million population),1.0,2
340,Honduras,1985,Grants of patents (number),19.0,1
340,Honduras,2005,Grants of patents (number),85.0,1
340,Honduras,2010,Grants of patents (number),81.0,1
340,Honduras,2019,Grants of patents (number),85.0,1
340,Honduras,2020,Grants of patents (number),40.0,1
340,Honduras,2021,Grants of patents (number),92.0,1
340,Honduras,2019,Patents in force (number),267.0,3
340,Honduras,2020,Patents in force (number),252.0,3
340,Honduras,2021,Patents in force (number),349.0,3
348,Hungary,1985,Resident patent filings (per million population),273.0,2
348,Hungary,1995,Resident patent filings (per million population),106.0,2
348,Hungary,2005,Resident patent filings (per million population),78.0,2
348,Hungary,2010,Resident patent filings (per million population),75.0,2
348,Hungary,2019,Resident patent filings (per million population),54.0,2
348,Hungary,2020,Resident patent filings (per million population),55.0,2
348,Hungary,2021,Resident patent filings (per million population),57.0,2
348,Hungary,1985,Grants of patents (number),,1
348,Hungary,1995,Grants of patents (number),,1
348,Hungary,2005,Grants of patents (number),,1
348,Hungary,2010,Grants of patents (number),65.0,1
348,Hungary,2019,Grants of patents (number),135.0,1
348,Hungary,2020,Grants of patents (number),94.0,1
348,Hungary,2021,Grants of patents (number),107.0,1
348,Hungary,2005,Patents in force (number),,3
348,Hungary,2010,Patents in force (number),,3
348,Hungary,2019,Patents in force (number),,3
348,Hungary,2020,Patents in force (number),,3
348,Hungary,2021,Patents in force (number),,3
352,Iceland,1985,Grants of patents (number),21.0,1
352,Iceland,1995,Grants of patents (number),11.0,1
352,Iceland,2005,Grants of patents (number),101.0,1
352,Iceland,2010,Grants of patents (number),139.0,1
352,Iceland,2019,Grants of patents (number),9.0,1
352,Iceland,2020,Grants of patents (number),9.0,1
352,Iceland,2021,Grants of patents (number),7.0,1
352,Iceland,2005,Patents in force (number),349.0,3
352,Iceland,2010,Patents in force (number),,3
352,Iceland,2019,Patents in force (number),,3
352,Iceland,2020,Patents in force (number),,3
352,Iceland,2021,Patents in force (number),,3
356,India,1985,Resident patent filings (per million population),1.0,2
356,India,1995,Resident patent filings (per million population),2.0,2
356,India,2005,Resident patent filings (per million population),4.0,2
356,India,2010,Resident patent filings (per million population),7.0,2
356,India,2019,Resident patent filings (per million population),14.0,2
356,India,2020,Resident patent filings (per million population),17.0,2
356,India,2021,Resident patent filings (per million population),19.0,2
356,India,1985,Grants of patents (number),,1
356,India,1995,Grants of patents (number),,1
356,India,2005,Grants of patents (number),,1
356,India,2010,Grants of patents (number),,1
356,India,2019,Grants of patents (number),,1
356,India,2020,Grants of patents (number),,1
356,India,2021,Grants of patents (number),,1
356,India,2005,Patents in force (number),,3
356,India,2010,Patents in force (number),,3
356,India,2019,Patents in force (number),,3
356,India,2020,Patents in force (number),,3
356,India,2021,Patents in force (number),,3
360,Indonesia,2005,Resident patent filings (per million population),1.0,2
360,Indonesia,2010,Resident patent filings (per million population),2.0,2
360,Indonesia,2019,Resident patent filings (per million population),11.0,2
360,Indonesia,2020,Resident patent filings (per million population),5.0,2
360,Indonesia,2021,Resident patent filings (per million population),5.0,2
360,Indonesia,2019,Grants of patents (number),,1
360,Indonesia,2020,Grants of patents (number),,1
360,Indonesia,2021,Grants of patents (number),,1
360,Indonesia,2020,Patents in force (number),,3
364,Iran (Islamic Republic of),1985,Resident patent filings (per million population),4.0,2
364,Iran (Islamic Republic of),1995,Resident patent filings (per million population),5.0,2
364,Iran (Islamic Republic of),2005,Resident patent filings (per million population),58.0,2
364,Iran (Islamic Republic of),2010,Resident patent filings (per million population),151.0,2
364,Iran (Islamic Republic of),2019,Resident patent filings (per million population),140.0,2
364,Iran (Islamic Republic of),2020,Resident patent filings (per million population),136.0,2
364,Iran (Islamic Republic of),2021,Resident patent filings (per million population),120.0,2
364,Iran (Islamic Republic of),1985,Grants of patents (number),339.0,1
364,Iran (Islamic Republic of),1995,Grants of patents (number),166.0,1
364,Iran (Islamic Republic of),2005,Grants of patents (number),,1
364,Iran (Islamic Republic of),2010,Grants of patents (number),,1
364,Iran (Islamic Republic of),2019,Grants of patents (number),,1
364,Iran (Islamic Republic of),2020,Grants of patents (number),,1
364,Iran (Islamic Republic of),2021,Grants of patents (number),,1
364,Iran (Islamic Republic of),2019,Patents in force (number),,3
364,Iran (Islamic Republic of),2020,Patents in force (number),,3
364,Iran (Islamic Republic of),2021,Patents in force (number),,3
368,Iraq,1985,Resident patent filings (per million population),19.0,2
368,Iraq,1995,Resident patent filings (per million population),4.0,2
368,Iraq,2019,Resident patent filings (per million population),19.0,2
368,Iraq,2020,Resident patent filings (per million population),16.0,2
368,Iraq,1985,Grants of patents (number),103.0,1
368,Iraq,1995,Grants of patents (number),32.0,1
368,Iraq,2019,Grants of patents (number),470.0,1
368,Iraq,2020,Grants of patents (number),404.0,1
368,Iraq,2019,Patents in force (number),,3
368,Iraq,2020,Patents in force (number),,3
372,Ireland,1985,Resident patent filings (per million population),205.0,2
372,Ireland,2019,Resident patent filings (per million population),190.0,2
372,Ireland,2020,Resident patent filings (per million population),210.0,2
372,Ireland,2021,Resident patent filings (per million population),203.0,2
372,Ireland,1985,Grants of patents (number),,1
372,Ireland,1995,Grants of patents (number),,1
372,Ireland,2005,Grants of patents (number),226.0,1
372,Ireland,2010,Grants of patents (number),87.0,1
372,Ireland,2019,Grants of patents (number),48.0,1
372,Ireland,2020,Grants of patents (number),42.0,1
372,Ireland,2021,Grants of patents (number),43.0,1
372,Ireland,2010,Patents in force (number),,3
372,Ireland,2019,Patents in force (number),,3
372,Ireland,2020,Patents in force (number),,3
372,Ireland,2021,Patents in force (number),,3
376,Israel,1985,Resident patent filings (per million population),187.0,2
376,Israel,1995,Resident patent filings (per million population),228.0,2
376,Israel,2005,Resident patent filings (per million population),241.0,2
376,Israel,2010,Resident patent filings (per million population),190.0,2
376,Israel,2019,Resident patent filings (per million population),151.0,2
376,Israel,2020,Resident patent filings (per million population),178.0,2
376,Israel,2021,Resident patent filings (per million population),170.0,2
376,Israel,1985,Grants of patents (number),,1
376,Israel,1995,Grants of patents (number),,1
376,Israel,2005,Grants of patents (number),,1
376,Israel,2010,Grants of patents (number),,1
376,Israel,2019,Grants of patents (number),,1
376,Israel,2020,Grants of patents (number),,1
376,Israel,2021,Grants of patents (number),,1
376,Israel,2010,Patents in force (number),,3
376,Israel,2019,Patents in force (number),,3
376,Israel,2020,Patents in force (number),,3
376,Israel,2021,Patents in force (number),,3
380,Italy,1985,Resident patent filings (per million population),35.0,2
380,Italy,2010,Resident patent filings (per million population),219.0,2
380,Italy,2019,Resident patent filings (per million population),229.0,2
380,Italy,2020,Resident patent filings (per million population),247.0,2
380,Italy,2021,Resident patent filings (per million population),257.0,2
380,Italy,1995,Grants of patents (number),,1
380,Italy,2005,Grants of patents (number),,1
380,Italy,2010,Grants of patents (number),,1
380,Italy,2019,Grants of patents (number),,1
380,Italy,2020,Grants of patents (number),,1
380,Italy,2021,Grants of patents (number),,1
380,Italy,2010,Patents in force (number),,3
380,Italy,2019,Patents in force (number),,3
380,Italy,2020,Patents in force (number),,3
380,Italy,2021,Patents in force (number),,3
388,Jamaica,1995,Resident patent filings (per million population),3.0,2
388,Jamaica,2005,Resident patent filings (per million population),4.0,2
388,Jamaica,2010,Resident patent filings (per million population),5.0,2
388,Jamaica,2019,Resident patent filings (per million population),5.0,2
388,Jamaica,2020,Resident patent filings (per million population),3.0,2
388,Jamaica,2021,Resident patent filings (per million population),5.0,2
388,Jamaica,1995,Grants of patents (number),4.0,1
388,Jamaica,2019,Grants of patents (number),1.0,1
388,Jamaica,2020,Grants of patents (number),5.0,1
388,Jamaica,2021,Grants of patents (number),5.0,1
388,Jamaica,2005,Patents in force (number),527.0,3
388,Jamaica,2019,Patents in force (number),306.0,3
388,Jamaica,2020,Patents in force (number),317.0,3
388,Jamaica,2021,Patents in force (number),319.0,3
392,Japan,1985,Resident patent filings (per million population),,2
392,Japan,1995,Resident patent filings (per million population),,2
392,Japan,2005,Resident patent filings (per million population),,2
392,Japan,2010,Resident patent filings (per million population),,2
392,Japan,2019,Resident patent filings (per million population),,2
392,Japan,2020,Resident patent filings (per million population),,2
392,Japan,2021,Resident patent filings (per million population),,2
392,Japan,1985,Grants of patents (number),,1
392,Japan,1995,Grants of patents (number),,1
392,Japan,2005,Grants of patents (number),,1
392,Japan,2010,Grants of patents (number),,1
392,Japan,2019,Grants of patents (number),,1
392,Japan,2020,Grants of patents (number),,1
392,Japan,2021,Grants of patents (number),,1
392,Japan,2005,Patents in force (number),,3
392,Japan,2010,Patents in force (number),,3
392,Japan,2019,Patents in force (number),,3
392,Japan,2020,Patents in force (number),,3
392,Japan,2021,Patents in force (number),,3
400,Jordan,2005,Resident patent filings (per million population),9.0,2
400,Jordan,2010,Resident patent filings (per million population),6.0,2
400,Jordan,2019,Resident patent filings (per million population),2.0,2
400,Jordan,2020,Resident patent filings (per million population),4.0,2
400,Jordan,2021,Resident patent filings (per million population),2.0,2
400,Jordan,2005,Grants of patents (number),55.0,1
400,Jordan,2010,Grants of patents (number),64.0,1
400,Jordan,2019,Grants of patents (number),88.0,1
400,Jordan,2020,Grants of patents (number),334.0,1
400,Jordan,2021,Grants of patents (number),166.0,1
400,Jordan,2010,Patents in force (number),312.0,3
400,Jordan,2019,Patents in force (number),554.0,3
400,Jordan,2020,Patents in force (number),694.0,3
400,Jordan,2021,Patents in force (number),821.0,3
398,Kazakhstan,1995,Resident patent filings (per million population),65.0,2
398,Kazakhstan,2005,Resident patent filings (per million population),101.0,2
398,Kazakhstan,2010,Resident patent filings (per million population),105.0,2
398,Kazakhstan,2020,Resident patent filings (per million population),48.0,2
398,Kazakhstan,1995,Grants of patents (number),,1
398,Kazakhstan,2010,Grants of patents (number),,1
398,Kazakhstan,2020,Grants of patents (number),709.0,1
398,Kazakhstan,2021,Grants of patents (number),651.0,1
398,Kazakhstan,2010,Patents in force (number),581.0,3
398,Kazakhstan,2019,Patents in force (number),,3
398,Kazakhstan,2020,Patents in force (number),,3
398,Kazakhstan,2021,Patents in force (number),,3
404,Kenya,2005,Resident patent filings (per million population),1.0,2
404,Kenya,2010,Resident patent filings (per million population),2.0,2
404,Kenya,2019,Resident patent filings (per million population),6.0,2
404,Kenya,2020,Resident patent filings (per million population),6.0,2
404,Kenya,2021,Resident patent filings (per million population),3.0,2
404,Kenya,1985,Grants of patents (number),98.0,1
404,Kenya,2005,Grants of patents (number),48.0,1
404,Kenya,2010,Grants of patents (number),54.0,1
404,Kenya,2019,Grants of patents (number),28.0,1
404,Kenya,2020,Grants of patents (number),35.0,1
404,Kenya,2021,Grants of patents (number),35.0,1
296,Kiribati,1985,Grants of patents (number),1.0,1
417,Kyrgyzstan,1995,Resident patent filings (per million population),26.0,2
417,Kyrgyzstan,2010,Resident patent filings (per million population),26.0,2
417,Kyrgyzstan,2019,Resident patent filings (per million population),16.0,2
417,Kyrgyzstan,2020,Resident patent filings (per million population),11.0,2
417,Kyrgyzstan,2021,Resident patent filings (per million population),13.0,2
417,Kyrgyzstan,1995,Grants of patents (number),133.0,1
417,Kyrgyzstan,2010,Grants of patents (number),109.0,1
417,Kyrgyzstan,2019,Grants of patents (number),67.0,1
417,Kyrgyzstan,2020,Grants of patents (number),49.0,1
417,Kyrgyzstan,2021,Grants of patents (number),39.0,1
417,Kyrgyzstan,2010,Patents in force (number),112.0,3
417,Kyrgyzstan,2019,Patents in force (number),223.0,3
417,Kyrgyzstan,2020,Patents in force (number),194.0,3
417,Kyrgyzstan,2021,Patents in force (number),173.0,3
418,Lao People's Dem. Rep.,2005,Resident patent filings (per million population),1.0,2
418,Lao People's Dem. Rep.,2020,Grants of patents (number),14.0,1
418,Lao People's Dem. Rep.,2020,Patents in force (number),574.0,3
428,Latvia,1995,Resident patent filings (per million population),85.0,2
428,Latvia,2005,Resident patent filings (per million population),53.0,2
428,Latvia,2010,Resident patent filings (per million population),101.0,2
428,Latvia,2019,Resident patent filings (per million population),54.0,2
428,Latvia,2020,Resident patent filings (per million population),64.0,2
428,Latvia,2021,Resident patent filings (per million population),67.0,2
428,Latvia,1995,Grants of patents (number),629.0,1
428,Latvia,2005,Grants of patents (number),122.0,1
428,Latvia,2010,Grants of patents (number),184.0,1
428,Latvia,2019,Grants of patents (number),52.0,1
428,Latvia,2020,Grants of patents (number),60.0,1
428,Latvia,2021,Grants of patents (number),76.0,1
428,Latvia,2005,Patents in force (number),,3
428,Latvia,2010,Patents in force (number),,3
428,Latvia,2019,Patents in force (number),,3
428,Latvia,2020,Patents in force (number),,3
428,Latvia,2021,Patents in force (number),,3
426,Lesotho,1995,Resident patent filings (per million population),4.0,2
426,Lesotho,2019,Resident patent filings (per million population),1.0,2
426,Lesotho,1995,Grants of patents (number),7.0,1
434,Libya,1995,Resident patent filings (per million population),1.0,2
440,Lithuania,1995,Resident patent filings (per million population),29.0,2
440,Lithuania,2005,Resident patent filings (per million population),21.0,2
440,Lithuania,2010,Resident patent filings (per million population),38.0,2
440,Lithuania,2019,Resident patent filings (per million population),43.0,2
440,Lithuania,2020,Resident patent filings (per million population),52.0,2
440,Lithuania,2021,Resident patent filings (per million population),55.0,2
440,Lithuania,1995,Grants of patents (number),494.0,1
440,Lithuania,2005,Grants of patents (number),116.0,1
440,Lithuania,2010,Grants of patents (number),84.0,1
440,Lithuania,2019,Grants of patents (number),112.0,1
440,Lithuania,2020,Grants of patents (number),106.0,1
440,Lithuania,2021,Grants of patents (number),83.0,1
440,Lithuania,2005,Patents in force (number),,3
440,Lithuania,2010,Patents in force (number),,3
440,Lithuania,2019,Patents in force (number),,3
440,Lithuania,2020,Patents in force (number),,3
440,Lithuania,2021,Patents in force (number),,3
442,Luxembourg,1985,Grants of patents (number),418.0,1
442,Luxembourg,2005,Grants of patents (number),29.0,1
442,Luxembourg,2010,Grants of patents (number),87.0,1
442,Luxembourg,2019,Grants of patents (number),326.0,1
442,Luxembourg,2020,Grants of patents (number),438.0,1
442,Luxembourg,2021,Grants of patents (number),,1
442,Luxembourg,2010,Patents in force (number),,3
442,Luxembourg,2019,Patents in force (number),,3
442,Luxembourg,2020,Patents in force (number),,3
442,Luxembourg,2021,Patents in force (number),,3
450,Madagascar,1995,Resident patent filings (per million population),2.0,2
450,Madagascar,1995,Grants of patents (number),25.0,1
450,Madagascar,2005,Grants of patents (number),32.0,1
450,Madagascar,2010,Grants of patents (number),55.0,1
450,Madagascar,2019,Grants of patents (number),15.0,1
450,Madagascar,2020,Grants of patents (number),4.0,1
450,Madagascar,2021,Grants of patents (number),48.0,1
450,Madagascar,2005,Patents in force (number),249.0,3
450,Madagascar,2010,Patents in force (number),387.0,3
450,Madagascar,2019,Patents in force (number),234.0,3
450,Madagascar,2020,Patents in force (number),209.0,3
450,Madagascar,2021,Patents in force (number),223.0,3
454,Malawi,1985,Grants of patents (number),43.0,1
454,Malawi,1995,Grants of patents (number),23.0,1
454,Malawi,2010,Grants of patents (number),1.0,1
458,Malaysia,1985,Resident patent filings (per million population),1.0,2
458,Malaysia,1995,Resident patent filings (per million population),7.0,2
458,Malaysia,2005,Resident patent filings (per million population),20.0,2
458,Malaysia,2010,Resident patent filings (per million population),44.0,2
458,Malaysia,2019,Resident patent filings (per million population),34.0,2
458,Malaysia,2020,Resident patent filings (per million population),31.0,2
458,Malaysia,2021,Resident patent filings (per million population),27.0,2
458,Malaysia,1985,Grants of patents (number),,1
458,Malaysia,1995,Grants of patents (number),,1
458,Malaysia,2005,Grants of patents (number),,1
458,Malaysia,2010,Grants of patents (number),,1
458,Malaysia,2019,Grants of patents (number),,1
458,Malaysia,2020,Grants of patents (number),,1
458,Malaysia,2021,Grants of patents (number),,1
458,Malaysia,2010,Patents in force (number),,3
458,Malaysia,2019,Patents in force (number),,3
458,Malaysia,2020,Patents in force (number),,3
458,Malaysia,2021,Patents in force (number),,3
466,Mali,2021,Resident patent filings (per million population),1.0,2
470,Malta,1985,Grants of patents (number),20.0,1
470,Malta,1995,Grants of patents (number),19.0,1
470,Malta,2010,Grants of patents (number),4.0,1
470,Malta,2019,Grants of patents (number),23.0,1
470,Malta,2020,Grants of patents (number),10.0,1
470,Malta,2021,Grants of patents (number),11.0,1
470,Malta,2010,Patents in force (number),832.0,3
470,Malta,2019,Patents in force (number),233.0,3
470,Malta,2020,Patents in force (number),248.0,3
470,Malta,2021,Patents in force (number),233.0,3
480,Mauritius,1985,Resident patent filings (per million population),4.0,2
480,Mauritius,1995,Resident patent filings (per million population),3.0,2
480,Mauritius,2019,Resident patent filings (per million population),3.0,2
480,Mauritius,2020,Resident patent filings (per million population),5.0,2
480,Mauritius,2021,Resident patent filings (per million population),5.0,2
480,Mauritius,1985,Grants of patents (number),4.0,1
480,Mauritius,1995,Grants of patents (number),3.0,1
480,Mauritius,2010,Grants of patents (number),8.0,1
480,Mauritius,2019,Grants of patents (number),4.0,1
480,Mauritius,2020,Grants of patents (number),17.0,1
480,Mauritius,2021,Grants of patents (number),4.0,1
480,Mauritius,2021,Patents in force (number),20.0,3
484,Mexico,1985,Resident patent filings (per million population),8.0,2
484,Mexico,1995,Resident patent filings (per million population),5.0,2
484,Mexico,2005,Resident patent filings (per million population),6.0,2
484,Mexico,2010,Resident patent filings (per million population),8.0,2
484,Mexico,2019,Resident patent filings (per million population),10.0,2
484,Mexico,2020,Resident patent filings (per million population),9.0,2
484,Mexico,2021,Resident patent filings (per million population),9.0,2
484,Mexico,1985,Grants of patents (number),977.0,1
484,Mexico,1995,Grants of patents (number),,1
484,Mexico,2005,Grants of patents (number),,1
484,Mexico,2010,Grants of patents (number),,1
484,Mexico,2019,Grants of patents (number),,1
484,Mexico,2020,Grants of patents (number),,1
484,Mexico,2021,Grants of patents (number),,1
484,Mexico,2005,Patents in force (number),,3
484,Mexico,2010,Patents in force (number),,3
484,Mexico,2019,Patents in force (number),,3
484,Mexico,2020,Patents in force (number),,3
484,Mexico,2021,Patents in force (number),,3
492,Monaco,1985,Grants of patents (number),66.0,1
492,Monaco,1995,Grants of patents (number),36.0,1
492,Monaco,2005,Grants of patents (number),9.0,1
492,Monaco,2010,Grants of patents (number),5.0,1
492,Monaco,2019,Grants of patents (number),4.0,1
492,Monaco,2020,Grants of patents (number),16.0,1
492,Monaco,2021,Grants of patents (number),9.0,1
492,Monaco,2005,Patents in force (number),,3
492,Monaco,2010,Patents in force (number),,3
492,Monaco,2019,Patents in force (number),,3
